Object ID,CNN ID,Street Name,Street Type,Supervisor District,Layer Input,Collection Method,Parking Supply,Year,Last Edited Date,Geom
2143,2047000,47TH,AVE,04,STREETS,FIELD,22,2012,,"LINESTRING (-122.50674976341695 37.75665079662579, -122.50661867943933 37.75478863655574)"
2144,2001000,45TH,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.50473867843714 37.75861133642562, -122.50460736356183 37.75674523025017)"
2145,2023000,46TH,AVE,04,STREETS,FIELD,38,2012,,"LINESTRING (-122.50581007335457 37.75856446157062, -122.50567870761341 37.75669801271009)"
2146,2046000,47TH,AVE,04,STREETS,FIELD,25,2012,,"LINESTRING (-122.50688117896482 37.75851759089281, -122.50674976341695 37.75665079662579)"
2147,2045000,47TH,AVE,04,STREETS,FIELD,29,2012,,"LINESTRING (-122.50701243459909 37.76038200257408, -122.50688117896482 37.75851759089281)"
2148,2068000,48TH,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.50808078697429 37.760334752857105, -122.50794953818692 37.75847082844689)"
2149,287000,05TH,AVE,05,STREETS,FIELD,37,2012,,"LINESTRING (-122.46191379322899 37.76236768346343, -122.46178342067206 37.760504170989385)"
2150,433000,09TH,AVE,05,STREETS,FIELD,22,2012,,"LINESTRING (-122.46619377625566 37.76217998160041, -122.46606360836799 37.76031649834245)"
2151,472000,10TH,AVE,07,STREETS,FIELD,28,2012,,"LINESTRING (-122.46726636213194 37.762132918494906, -122.46713491021359 37.76026950064843)"
2152,502000,11TH,AVE,07,STREETS,FIELD,38,2012,,"LINESTRING (-122.46833422626551 37.76208605243471, -122.46820400646949 37.760222589508146)"
2153,529000,12TH,AVE,07,STREETS,FIELD,30,2012,,"LINESTRING (-122.46940504736664 37.7620390470605, -122.46927637711012 37.760175525618585)"
2154,562000,14TH,AVE,07,STREETS,FIELD,35,2012,,"LINESTRING (-122.47155082984726 37.761944825151986, -122.47142179309485 37.76008051096274)"
2155,679000,16TH,AVE,07,STREETS,FIELD,37,2012,,"LINESTRING (-122.47379607877676 37.76184619293675, -122.47366554820547 37.75998023797184)"
2156,759000,17TH,AVE,07,STREETS,FIELD,32,2012,,"LINESTRING (-122.47486815386117 37.76179908347343, -122.47473753962616 37.759932315919954)"
2157,836000,18TH,AVE,07,STREETS,FIELD,34,2012,,"LINESTRING (-122.47593731460987 37.76175209060043, -122.47580978477261 37.75988437263237)"
2158,1081000,21ST,AVE,04,STREETS,FIELD,38,2012,,"LINESTRING (-122.47914938212065 37.76161085409774, -122.47901859301528 37.75974236199983)"
2159,1141000,22ND,AVE,04,STREETS,FIELD,38,2012,,"LINESTRING (-122.48021976545951 37.76156376931724, -122.48008889207117 37.759695209962075)"
2160,1220000,23RD,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.48129165323138 37.76151660894916, -122.48116074655638 37.75964798058061)"
2161,1300000,24TH,AVE,04,STREETS,FIELD,34,2012,,"LINESTRING (-122.48236532318921 37.7614693592685, -122.48223438547434 37.75960066275149)"
2162,1479000,26TH,AVE,04,STREETS,FIELD,27,2012,,"LINESTRING (-122.48450939691344 37.76137497561728, -122.48437839485334 37.75950614013648)"
2163,1553000,27TH,AVE,04,STREETS,FIELD,28,2012,,"LINESTRING (-122.48558160914257 37.761327759869616, -122.48545057723203 37.7594588571215)"
2164,1585000,28TH,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.48665312046094 37.761280566888736, -122.48652486489989 37.75941147116737)"
2165,1616000,29TH,AVE,04,STREETS,FIELD,31,2012,,"LINESTRING (-122.48772138530859 37.761233507216325, -122.48759272463393 37.75936435863954)"
2166,1685000,31ST,AVE,04,STREETS,FIELD,33,2012,,"LINESTRING (-122.48986653275914 37.76113897714313, -122.48973537341479 37.75926979915263)"
2167,1709000,32ND,AVE,04,STREETS,FIELD,30,2012,,"LINESTRING (-122.4909361337403 37.76109182875942, -122.49080763286373 37.7592224632894)"
2168,1728000,33RD,AVE,04,STREETS,FIELD,34,2012,,"LINESTRING (-122.49201069737865 37.7610444515875, -122.49188017893087 37.759175104693846)"
2169,1771000,35TH,AVE,04,STREETS,FIELD,46,2012,,"LINESTRING (-122.49415296640771 37.760949970379606, -122.4940232113626 37.759080449780726)"
2170,1828000,37TH,AVE,04,STREETS,FIELD,37,2012,,"LINESTRING (-122.49629703846736 37.76085537003892, -122.49616570728958 37.758986059603465)"
2171,1853000,38TH,AVE,04,STREETS,FIELD,33,2012,,"LINESTRING (-122.49736645782171 37.7608081716519, -122.4972351344823 37.75893934937388)"
2172,1871000,39TH,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.49843772852087 37.760760881679424, -122.498306411877 37.7588925484806)"
2173,1891000,40TH,AVE,04,STREETS,FIELD,37,2012,,"LINESTRING (-122.49950986066494 37.760713542098976, -122.4993785518923 37.7588456997623)"
2174,1934000,42ND,AVE,04,STREETS,FIELD,40,2012,,"LINESTRING (-122.50165287143916 37.76061889185296, -122.50151862479655 37.75875215800377)"
2175,1978000,44TH,AVE,04,STREETS,FIELD,37,2012,,"LINESTRING (-122.50379870453219 37.76052407706387, -122.50366570726712 37.758658269773406)"
2176,2000000,45TH,AVE,04,STREETS,FIELD,34,2012,,"LINESTRING (-122.50486994888333 37.76047672894279, -122.50473867843714 37.75861133642562)"
2177,2021000,46TH,AVE,04,STREETS,FIELD,41,2012,,"LINESTRING (-122.50607230176017 37.76228993344771, -122.50594133698495 37.76042936411024)"
2178,1956000,43RD,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.50272621384444 37.76057146995, -122.50259492756395 37.75870509751423)"
2179,1980000,44TH,AVE,04,STREETS,FIELD,37,2012,,"LINESTRING (-122.50353680049803 37.756792404925314, -122.50340517780865 37.75493107017439)"
2180,8224000,LAWTON,ST,04,STREETS,FIELD,12,2012,,"LINESTRING (-122.5024637021747 37.75683951739884, -122.50353680049803 37.756792404925314)"
2181,8218000,LAWTON,ST,04,STREETS,FIELD,14,2012,,"LINESTRING (-122.49603472107552 37.75712156790397, -122.49710410865652 37.75707467611489)"
2182,8210000,LAWTON,ST,04,STREETS,FIELD,11,2012,,"LINESTRING (-122.48853045774419 37.75745273867056, -122.4896045521407 37.757405367926815)"
2183,1652000,30TH,AVE,04,STREETS,FIELD,43,2010,,"LINESTRING (-122.48853045774419 37.75745273867056, -122.48839903767829 37.755593014325974)"
2184,8213000,LAWTON,ST,04,STREETS,FIELD,15,2012,,"LINESTRING (-122.49175001338692 37.75731071520046, -122.49281920113842 37.75726353139766)"
2185,8214000,LAWTON,ST,04,STREETS,FIELD,17,2012,,"LINESTRING (-122.49281920113842 37.75726353139766, -122.49389066643195 37.757216236255466)"
2186,8215000,LAWTON,ST,04,STREETS,FIELD,31,2012,,"LINESTRING (-122.49389066643195 37.757216236255466, -122.49496490931239 37.75716880953117)"
2187,8219000,LAWTON,ST,04,STREETS,FIELD,15,2012,,"LINESTRING (-122.49710410865652 37.75707467611489, -122.49817534638795 37.75702769366456)"
2188,1893000,40TH,AVE,04,STREETS,FIELD,46,2010,,"LINESTRING (-122.4992474467376 37.75698066429153, -122.4991157737325 37.75510744197563)"
2189,8220000,LAWTON,ST,04,STREETS,FIELD,12,2012,,"LINESTRING (-122.49817534638795 37.75702769366456, -122.4992474467376 37.75698066429153)"
2190,8221000,LAWTON,ST,04,STREETS,FIELD,10,2012,,"LINESTRING (-122.4992474467376 37.75698066429153, -122.50031810691932 37.7569336874393)"
2191,8222000,LAWTON,ST,04,STREETS,FIELD,22,2010,,"LINESTRING (-122.50031810691932 37.7569336874393, -122.5013874403516 37.75688675941869)"
2192,8223000,LAWTON,ST,04,STREETS,FIELD,10,2012,,"LINESTRING (-122.5013874403516 37.75688675941869, -122.5024637021747 37.75683951739884)"
2193,1958000,43RD,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.5024637021747 37.75683951739884, -122.50233137115457 37.75495806572193)"
2194,1687000,31ST,AVE,04,STREETS,FIELD,32,2012,,"LINESTRING (-122.4896045521407 37.757405367926815, -122.48947196459413 37.75554560634146)"
2195,1711000,32ND,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.490677086167 37.75735805518469, -122.4905475680814 37.75549806945853)"
2196,1730000,33RD,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.49175001338692 37.75731071520046, -122.49161806146654 37.755450749685735)"
2197,1750000,34TH,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.49281920113842 37.75726353139766, -122.49268861014532 37.75540341652878)"
2198,1806000,36TH,AVE,04,STREETS,FIELD,51,2012,,"LINESTRING (-122.49496490931239 37.75716880953117, -122.49483344379553 37.75530623431035)"
2199,1855000,38TH,AVE,04,STREETS,FIELD,36,2012,,"LINESTRING (-122.49710410865652 37.75707467611489, -122.49697287536928 37.75520693793143)"
2200,1936000,42ND,AVE,04,STREETS,FIELD,42,2012,,"LINESTRING (-122.5013874403516 37.75688675941869, -122.50126246759437 37.75500772985634)"
2201,1873000,39TH,AVE,04,STREETS,FIELD,33,2012,,"LINESTRING (-122.49817534638795 37.75702769366456, -122.4980438933284 37.7551572147638)"
2202,1914000,41ST,AVE,04,STREETS,FIELD,34,2012,,"LINESTRING (-122.50031810691932 37.7569336874393, -122.5001862140232 37.75505772531369)"
2203,1808000,36TH,AVE,04,STREETS,FIELD,59,2012,,"LINESTRING (-122.49470437178653 37.7534423841559, -122.49457403132168 37.75157319609467)"
2204,1809000,36TH,AVE,04,STREETS,FIELD,56,2012,,"LINESTRING (-122.49457403132168 37.75157319609467, -122.49444038926505 37.749710704494206)"
2205,11060000,RIVERA,ST,04,STREETS,FIELD,23,2010,,"LINESTRING (-122.48453698527763 37.746406431352774, -122.4856105415058 37.74635902312106)"
2206,11059000,RIVERA,ST,04,STREETS,FIELD,20,2012,,"LINESTRING (-122.48346513717333 37.746453753265556, -122.48453698527763 37.746406431352774)"
2207,11058000,RIVERA,ST,04,STREETS,FIELD,21,2012,,"LINESTRING (-122.48239762952274 37.746500873425134, -122.48346513717333 37.746453753265556)"
2208,11057000,RIVERA,ST,04,STREETS,FIELD,21,2012,,"LINESTRING (-122.48132364519539 37.74654827033309, -122.48239762952274 37.746500873425134)"
2209,1146000,22ND,AVE,04,STREETS,FIELD,39,2012,,"LINESTRING (-122.47957078702919 37.752239553723186, -122.47943883703691 37.75037336060899)"
2210,1147000,22ND,AVE,04,STREETS,FIELD,44,2012,,"LINESTRING (-122.47943883703691 37.75037336060899, -122.479309128521 37.7485085738957)"
2211,1225000,23RD,AVE,04,STREETS,FIELD,40,2012,,"LINESTRING (-122.4806421009291 37.75219229481972, -122.48051137120058 37.75032604858576)"
2212,1226000,23RD,AVE,04,STREETS,FIELD,35,2012,,"LINESTRING (-122.48051137120058 37.75032604858576, -122.48038163466983 37.74846126125541)"
2213,1305000,24TH,AVE,04,STREETS,FIELD,55,2012,,"LINESTRING (-122.48171532946002 37.75214494168781, -122.48158322941515 37.7502787552689)"
2214,1306000,24TH,AVE,04,STREETS,FIELD,52,2012,,"LINESTRING (-122.48158322941515 37.7502787552689, -122.48145346498262 37.748413970924275)"
2215,1388000,25TH,AVE,04,STREETS,FIELD,45,2012,,"LINESTRING (-122.48252747732607 37.74836657282905, -122.48239762952274 37.746500873425134)"
2216,1590000,28TH,AVE,04,STREETS,FIELD,52,2012,,"LINESTRING (-122.48600140490136 37.75195573210476, -122.48587034146058 37.750089500512885)"
2217,1621000,29TH,AVE,04,STREETS,FIELD,48,2012,,"LINESTRING (-122.48706628974196 37.751908207581764, -122.48693630900351 37.75004241808429)"
2218,1733000,33RD,AVE,04,STREETS,FIELD,46,2012,,"LINESTRING (-122.49135806879012 37.75171516201042, -122.49122514646677 37.74985289212963)"
2219,1308000,24TH,AVE,04,STREETS,FIELD,53,2012,,"LINESTRING (-122.48132364519539 37.74654827033309, -122.48119443734747 37.74468612051132)"
2220,1389000,25TH,AVE,04,STREETS,FIELD,43,2012,,"LINESTRING (-122.48239762952274 37.746500873425134, -122.48226385989632 37.74463911828853)"
2221,1485000,26TH,AVE,04,STREETS,FIELD,45,2012,,"LINESTRING (-122.48346513717333 37.746453753265556, -122.48333554489604 37.74459200607331)"
2222,13644000,WILLARD,ST,05,STREETS,FIELD,62,2012,,"LINESTRING (-122.45419308463912 37.76391714067536, -122.45402283089923 37.762672809620945)"
2223,5083000,EDGEWOOD,AVE,05,STREETS,FIELD,17,2012,,"LINESTRING (-122.45495876156703 37.76366799338852, -122.4549593014187 37.76318364199298)"
2224,2907000,BELMONT,AVE,05,STREETS,FIELD,21,2010,,"LINESTRING (-122.4549593014187 37.76318364199298, -122.45402283089923 37.762672809620945)"
2225,5084000,EDGEWOOD,AVE,07,STREETS,FIELD,63,2012,,"LINESTRING (-122.4549593014187 37.76318364199298, -122.45496027397144 37.76231029692614, -122.45509472233489 37.76067870948167)"
2226,13711000,WOODLAND,AVE,07,STREETS,FIELD,89,2012,,"LINESTRING (-122.45312785834567 37.762366505028965, -122.45375789336862 37.76188372593686)"
2227,1807000,36TH,AVE,04,STREETS,FIELD,52,2010,,"LINESTRING (-122.49483344379553 37.75530623431035, -122.49470437178653 37.7534423841559)"
2228,12281101,SUNSET,BLVD,04,STREETS,FIELD,5555,2010,,"LINESTRING (-122.49511148340211 37.7515497038953, -122.49502194982662 37.751443496663626, -122.49490682461703 37.749793415251666, -122.49498197308189 37.74968865229466)"
2229,160000,03RD,AVE,05,STREETS,FIELD,18,2010,,"LINESTRING (-122.46002964045171 37.76617072793723, -122.45996621655836 37.76526172180076)"
2230,1650000,30TH,AVE,04,STREETS,FIELD,45,2010,,"LINESTRING (-122.48879238250271 37.76118631603112, -122.48866125424797 37.759317207086994)"
2231,1710000,32ND,AVE,04,STREETS,FIELD,50,2010,,"LINESTRING (-122.49080763286373 37.7592224632894, -122.490677086167 37.75735805518469)"
2232,1854000,38TH,AVE,04,STREETS,FIELD,43,2010,,"LINESTRING (-122.4972351344823 37.75893934937388, -122.49710410865652 37.75707467611489)"
2233,1912000,41ST,AVE,04,STREETS,FIELD,46,2010,,"LINESTRING (-122.50058055263291 37.76066625774491, -122.5004492517575 37.75879890536755)"
2234,2022000,46TH,AVE,04,STREETS,FIELD,44,2010,,"LINESTRING (-122.50594133698495 37.76042936411024, -122.50581007335457 37.75856446157062)"
2235,2044000,47TH,AVE,04,STREETS,FIELD,34,2010,,"LINESTRING (-122.50714342516463 37.76224253560463, -122.50701243459909 37.76038200257408)"
2236,2069000,48TH,AVE,04,STREETS,FIELD,32,2010,,"LINESTRING (-122.50794953818692 37.75847082844689, -122.50781807071937 37.756603692412945)"
2237,12276201,SUNSET,BLVD,04,STREETS,FIELD,5555,2010,,"LINESTRING (-122.4957626038261 37.760878954168945, -122.49568245647785 37.76077245688479, -122.49556466175379 37.75908405066956, -122.4956304483769 37.759009434724454)"
2238,12277201,SUNSET,BLVD,04,STREETS,FIELD,5555,2010,,"LINESTRING (-122.4956304483769 37.759009434724454, -122.49555467820483 37.758940929614724, -122.49543434005547 37.75721597754132, -122.49550005403252 37.757145179581585)"
2239,2024000,46TH,AVE,04,STREETS,FIELD,47,2010,,"LINESTRING (-122.50567870761341 37.75669801271009, -122.505547670049 37.75483611699486)"
2240,12279101,SUNSET,BLVD,04,STREETS,FIELD,5555,2010,,"LINESTRING (-122.49537091001048 37.75528129287356, -122.49528606641785 37.755228805690756, -122.49516910258973 37.75355254227919, -122.49523976330289 37.753418755248994)"
2241,1149000,22ND,AVE,04,STREETS,FIELD,40,2010,,"LINESTRING (-122.47917936110257 37.746642864686116, -122.47904852008742 37.74478040651434)"
2242,1148000,22ND,AVE,04,STREETS,FIELD,45,2010,,"LINESTRING (-122.479309128521 37.7485085738957, -122.47917936110257 37.746642864686116)"
2243,1307000,24TH,AVE,04,STREETS,FIELD,43,2010,,"LINESTRING (-122.48145346498262 37.748413970924275, -122.48132364519539 37.74654827033309)"
2244,1559000,27TH,AVE,04,STREETS,FIELD,42,2010,,"LINESTRING (-122.48453698527763 37.746406431352774, -122.48440807311135 37.74454484825984)"
2245,8342101,LINCOLN,WAY,05,STREETS,FIELD,5555,2010,,"LINESTRING (-122.45896011111176 37.7662605464751, -122.45907754448285 37.76621389118892, -122.46002964045171 37.76617072793723)"
2246,8351201,LINCOLN,WAY,01,STREETS,FIELD,8,2010,,"LINESTRING (-122.47074048051181 37.76574419335204, -122.4708687296995 37.765784830359216, -122.4717151323891 37.765744335594654, -122.47181292615261 37.76569288422465)"
2247,8356201,LINCOLN,WAY,01,STREETS,FIELD,5555,2010,,"LINESTRING (-122.47619985965288 37.76550338064601, -122.4763203958488 37.765539220365035, -122.47713775329905 37.76550245855122, -122.4773216162271 37.76545292578949)"
2248,8359201,LINCOLN,WAY,01,STREETS,FIELD,15,2010,,"LINESTRING (-122.47941165445233 37.765355932189394, -122.47953361179282 37.765384981041976, -122.48036217516871 37.765350228352105, -122.48048224400924 37.76531102798225)"
2249,8371101,LINCOLN,WAY,04,STREETS,FIELD,8,2013,,"LINESTRING (-122.49227084935033 37.76478446159842, -122.49237878936489 37.764750816334015, -122.4932231900676 37.76471148934791, -122.49334400946111 37.76473785034609)"
2250,8370101,LINCOLN,WAY,04,STREETS,FIELD,6,2013,,"LINESTRING (-122.49119904137649 37.7648375101709, -122.49132496331443 37.764793281733915, -122.49211270097585 37.764754293641744, -122.49227084935033 37.76478446159842)"
2251,8352101,LINCOLN,WAY,05,STREETS,FIELD,5,2013,,"LINESTRING (-122.47181292615261 37.76569288422465, -122.47193352322317 37.765641112563856, -122.47281167606675 37.7656045524163, -122.4729359516766 37.765646130593204)"
2252,8349101,LINCOLN,WAY,05,STREETS,FIELD,5,2013,,"LINESTRING (-122.46859622075121 37.765834967422094, -122.46871770638026 37.76578283547799, -122.46954178214486 37.76574639094075, -122.46966707054327 37.76578760954105)"
2253,8344201,LINCOLN,WAY,01,STREETS,FIELD,5,2010,,"LINESTRING (-122.46217534132163 37.76611486349737, -122.46229973894337 37.766155463021704, -122.46317120083198 37.766112176548795, -122.4632463894904 37.766061661339364)"
2254,8343101,LINCOLN,WAY,05,STREETS,FIELD,7,2013,,"LINESTRING (-122.46110276434598 37.766166022030376, -122.46121226623629 37.76611402700588, -122.46208107830759 37.76607258702646, -122.46217534132163 37.76611486349737)"
2255,8345101,LINCOLN,WAY,05,STREETS,FIELD,4,2013,,"LINESTRING (-122.4632463894904 37.766061661339364, -122.46336691500305 37.766009562687785, -122.46431004842464 37.765967773984464)"
2256,7647201,JUDAH,ST,05,STREETS,FIELD,5555,2010,,"LINESTRING (-122.46940504736664 37.7620390470605, -122.46949704844894 37.76206801458596, -122.47041120986373 37.76202787782509, -122.47047814396956 37.76199193261016)"
2257,7648201,JUDAH,ST,05,STREETS,FIELD,12,2013,,"LINESTRING (-122.47047814396956 37.76199193261016, -122.47055434450205 37.7620298441163, -122.47148502441662 37.761988973125376, -122.47155082984726 37.761944825151986)"
2258,7649201,JUDAH,ST,05,STREETS,FIELD,6,2013,,"LINESTRING (-122.47155082984726 37.761944825151986, -122.4716185142792 37.761983110045946, -122.47259835139016 37.761940072316236, -122.47267271463626 37.76189554706014)"
2259,7650201,JUDAH,ST,05,STREETS,FIELD,5,2013,,"LINESTRING (-122.47267271463626 37.76189554706014, -122.47278857713543 37.76193171544626, -122.4737211322898 37.76189074400172, -122.47379607877676 37.76184619293675)"
2260,7653201,JUDAH,ST,05,STREETS,FIELD,0,2013,,"LINESTRING (-122.47593731460987 37.76175209060043, -122.47601365150432 37.76178999363189, -122.476889603413 37.76175148621761, -122.47702410920292 37.76170431366813)"
2261,7652201,JUDAH,ST,05,STREETS,FIELD,5555,2010,,"LINESTRING (-122.47486815386117 37.76179908347343, -122.47498103174883 37.7618353799387, -122.47586856954837 37.76179637055997, -122.47593731460987 37.76175209060043)"
2262,7651201,JUDAH,ST,05,STREETS,FIELD,11,2010,,"LINESTRING (-122.47379607877676 37.76184619293675, -122.47387515641626 37.76188397753728, -122.4748023981403 37.7618432306996, -122.47486815386117 37.76179908347343)"
2263,8361101,LINCOLN,WAY,04,STREETS,FIELD,4,2013,,"LINESTRING (-122.48155423040747 37.765264520602486, -122.48166222948218 37.765227316278725, -122.48249973684742 37.76518849941988, -122.48262777969629 37.76521476517359)"
2264,1804000,36TH,AVE,04,STREETS,FIELD,54,2010,,"LINESTRING (-122.49522654970936 37.76090260744598, -122.49509561046003 37.75903306794944)"
2265,2888000,BELGRAVE,AVE,07,STREETS,FIELD,10,2013,,"LINESTRING (-122.45156630537113 37.759477306785875, -122.45191751865454 37.759452889471575)"
