Object ID,CNN ID,Street Name,Street Type,Supervisor District,Layer Input,Collection Method,Parking Supply,Year,Last Edited Date,Geom
4887,6998201,HOLLOWAY,AVE,07,STREETS,REMOTE,13,2010,,"LINESTRING (-122.47899877585358 37.72088936507599, -122.47906150553399 37.72091910379098, -122.48068262425252 37.7209771592976)"
4888,11771000,SERRANO,DR,07,STREETS,REMOTE,44,2010,,"LINESTRING (-122.47976677493506 37.71957799464543, -122.48045159921904 37.71907593549423, -122.48064744594748 37.71903664717397, -122.48143718034447 37.71906137269122)"
4889,11770000,SERRANO,DR,07,STREETS,REMOTE,20,2010,,"LINESTRING (-122.47904366430541 37.72015214117715, -122.47912717879974 37.720045362648165, -122.47976677493506 37.71957799464543)"
4890,11769000,SERRANO,DR,07,STREETS,REMOTE,23,2010,,"LINESTRING (-122.47804003904844 37.720118687581156, -122.47904366430541 37.72015214117715)"
4891,3126000,BRIGHT,ST,07,STREETS,REMOTE,9,2014,,"LINESTRING (-122.46347942267587 37.710788473806836, -122.4634861503789 37.71136676309803)"
4892,3948000,CHESTER,AVE,07,STREETS,REMOTE,26,2014,,"LINESTRING (-122.47042231683122 37.70990478111294, -122.47041435526782 37.70867980179721)"
4893,7710106,JUNIPERO SERRA,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.4710263778921 37.70909161890961, -122.47101396853984 37.7082251702643)"
4894,8045201,LAKE MERCED,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.49348315388981 37.72960159781299, -122.49345768359943 37.72949002728067, -122.4933246574944 37.729367632206035, -122.49255135731265 37.72895218520639, -122.492279845048 37.72884472325372, -122.49194213634205 37.728802295830356, -122.49145501100348 37.728868595258966, -122.4910238851694 37.729077855188216, -122.49057260960079 37.72955322923914, -122.49056000552497 37.729656951262356)"
4895,13028000,URBANO,DR,07,STREETS,REMOTE,72,2010,,"LINESTRING (-122.46882013275496 37.72574513043592, -122.46916577344211 37.72568735129971, -122.46961245439367 37.72548747577607, -122.46984920053713 37.72527550868474, -122.47003163737503 37.724991645726675, -122.47008856866975 37.72466828037575, -122.46999394559099 37.72431104766843, -122.46973646667476 37.72398773789575, -122.46933729056717 37.72375520221737, -122.46874344832858 37.723630477277396)"
4896,5235000,ENTRADA,CT,07,STREETS,REMOTE,25,2010,,"LINESTRING (-122.4672987422598 37.725215509645274, -122.46846435108287 37.72479435653539)"
4897,5236000,ENTRADA,CT,07,STREETS,REMOTE,34,2010,,"LINESTRING (-122.46846435108287 37.72479435653539, -122.46867411377998 37.72493113662825, -122.4689226407217 37.724916581100004, -122.4690752343155 37.724742424682596, -122.46899729208765 37.72452011752094, -122.46874628809286 37.72444110965897, -122.46851170163261 37.72451401126577)"
4898,13027000,URBANO,DR,07,STREETS,REMOTE,30,2010,,"LINESTRING (-122.46732112269233 37.72557492044718, -122.46843078247694 37.7257070734047, -122.46882013275496 37.72574513043592)"
4899,4507201,CRESPI,DR,07,STREETS,REMOTE,32,2010,,"LINESTRING (-122.47638032635852 37.71945773459551, -122.47653415699993 37.71947524841208, -122.4777457779826 37.718590121379336)"
4900,4505201,CRESPI,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.47612313101746 37.72005627574958, -122.47609612351798 37.71979005815779, -122.47604588188945 37.71975029123066)"
4901,4506201,CRESPI,DR,07,STREETS,REMOTE,8,2010,,"LINESTRING (-122.47604588188945 37.71975029123066, -122.47615329471233 37.719753253261146, -122.47640937881306 37.71956926372989, -122.47638032635852 37.71945773459551)"
4902,4504201,CRESPI,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.47523869367494 37.7204475678345, -122.47544338656799 37.72034576173452, -122.47576673148616 37.72008105566147, -122.47575319382726 37.72001028777546)"
4903,4504101,CRESPI,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.47523869367494 37.7204475678345, -122.47536664139355 37.72031000877784, -122.47566354748774 37.7200009909144, -122.47575319382726 37.72001028777546)"
4904,11767000,SERRANO,DR,07,STREETS,REMOTE,20,2010,,"LINESTRING (-122.47612313101746 37.72005627574958, -122.47706582602126 37.72008620443063)"
4905,11768000,SERRANO,DR,07,STREETS,REMOTE,22,2010,,"LINESTRING (-122.47706582602126 37.72008620443063, -122.47804003904844 37.720118687581156)"
4906,11766000,SERRANO,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.47575319382726 37.72001028777546, -122.47584587540317 37.720060652598384, -122.47612313101746 37.72005627574958)"
4907,4505101,CRESPI,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.475654779201 37.719742009793244, -122.47598285878802 37.71971519260108, -122.47604588188945 37.71975029123066)"
4908,3689000,CARDENAS,AVE,07,STREETS,REMOTE,18,2010,,"LINESTRING (-122.47706582602126 37.72008620443063, -122.47703435703046 37.720003984588054, -122.47638032635852 37.71945773459551)"
4909,6294000,GONZALEZ,DR,07,STREETS,REMOTE,17,2010,,"LINESTRING (-122.475654779201 37.719742009793244, -122.47552547443574 37.718925530665764)"
4910,6293000,GONZALEZ,DR,07,STREETS,REMOTE,3,2010,,"LINESTRING (-122.47575319382726 37.72001028777546, -122.47567358753578 37.71994371924486, -122.475654779201 37.719742009793244)"
4911,4506101,CRESPI,DR,07,STREETS,REMOTE,4,2014,,"LINESTRING (-122.47604588188945 37.71975029123066, -122.4760317193302 37.719666481234576, -122.47624271252764 37.719447792882434, -122.47638032635852 37.71945773459551)"
4912,12976000,UNNAMED 106, ,07,PRIVATE,REMOTE,6,2010,,"LINESTRING (-122.475654779201 37.719742009793244, -122.47518120143185 37.71977174889726)"
4913,930201,19TH,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47523869367494 37.7204475678345, -122.47535566449746 37.72027769424769, -122.47523999429579 37.71984073689942, -122.47518120143185 37.71977174889726)"
4914,3690000,CARDENAS,AVE,07,STREETS,REMOTE,19,2010,,"LINESTRING (-122.47638032635852 37.71945773459551, -122.47552547443574 37.718925530665764)"
4915,6295000,GONZALEZ,DR,07,STREETS,REMOTE,22,2010,,"LINESTRING (-122.47552547443574 37.718925530665764, -122.47540188315588 37.71820666045372)"
4916,3691000,CARDENAS,AVE,07,STREETS,REMOTE,3,2010,,"LINESTRING (-122.47552547443574 37.718925530665764, -122.47539307564078 37.71898690643554, -122.47487640212191 37.71904119670011)"
4917,2705000,BANBURY,DR,07,STREETS,REMOTE,11,2010,,"LINESTRING (-122.47362399341208 37.719985492338715, -122.47396381201708 37.71993702657432, -122.47430590188375 37.71981407869645)"
4918,2706000,BANBURY,DR,07,STREETS,REMOTE,6,2010,,"LINESTRING (-122.47430590188375 37.71981407869645, -122.4746903278243 37.71957970946445)"
4919,5719101,FONT,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47593164537409 37.71679271444546, -122.47614405402733 37.716800137227565, -122.47735429988136 37.71753654068103, -122.4773224556795 37.717634750478126)"
4920,5719201,FONT,BLVD,07,STREETS,REMOTE,33,2010,,"LINESTRING (-122.47593164537409 37.71679271444546, -122.4759951465996 37.71694823292285, -122.4772106530886 37.71768783731734, -122.4773224556795 37.717634750478126)"
4921,7625000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,5,2010,,"LINESTRING (-122.47734299427492 37.71829507960444, -122.47718700963851 37.718019288509204)"
4922,7626000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,5,2010,,"LINESTRING (-122.47718700963851 37.718019288509204, -122.47725313568938 37.71771368729925, -122.4773224556795 37.717634750478126)"
4923,7627000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,9,2010,,"LINESTRING (-122.4773224556795 37.717634750478126, -122.47738975713098 37.7175581141108, -122.47773536255195 37.71741594022242)"
4924,7628000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,6,2010,,"LINESTRING (-122.47773536255195 37.71741594022242, -122.47812612584832 37.71748903277715)"
4925,4787000,DIAZ,AVE,07,STREETS,REMOTE,29,2010,,"LINESTRING (-122.47540188315588 37.71820666045372, -122.47718700963851 37.718019288509204)"
4926,7618000,JOSEPHA,AVE,07,STREETS,REMOTE,34,2010,,"LINESTRING (-122.47773536255195 37.71741594022242, -122.47751396764751 37.716019162409495)"
4927,7629000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,9,2010,,"LINESTRING (-122.47812612584832 37.71748903277715, -122.47845780544837 37.71770174305376, -122.47868711000002 37.71790754911122)"
4928,4507101,CRESPI,DR,07,STREETS,REMOTE,17,2014,,"LINESTRING (-122.47638032635852 37.71945773459551, -122.47634665356668 37.71933859091238, -122.47734299427492 37.71829507960444)"
4929,7623000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,7,2010,,"LINESTRING (-122.4781099899547 37.71869053837912, -122.4777457779826 37.718590121379336)"
4930,7624000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,6,2010,,"LINESTRING (-122.4777457779826 37.718590121379336, -122.47734299427492 37.71829507960444)"
4931,7630000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,10,2010,,"LINESTRING (-122.47868711000002 37.71790754911122, -122.47876700204654 37.71806614435327, -122.47877728635999 37.71829106837948, -122.47865904606573 37.71847605094335, -122.47856924516276 37.7185434948076)"
4932,7622000,JUAN BAUTISTA,CIR,07,STREETS,REMOTE,8,2010,,"LINESTRING (-122.47856924516276 37.7185434948076, -122.47848065986175 37.71861002595723, -122.4781099899547 37.71869053837912)"
4933,3318000,BUCARELI,DR,07,STREETS,REMOTE,36,2010,,"LINESTRING (-122.47868711000002 37.71790754911122, -122.47999396384112 37.71694727507694)"
4934,5879000,FUENTE,AVE,07,STREETS,REMOTE,35,2010,,"LINESTRING (-122.47804003904844 37.720118687581156, -122.4781099899547 37.71869053837912)"
4935,5720101,FONT,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47856924516276 37.7185434948076, -122.47870487708686 37.71851564482454, -122.47973608965721 37.71940650189211, -122.47976677493506 37.71957799464543)"
4936,5720201,FONT,BLVD,07,STREETS,REMOTE,31,2010,,"LINESTRING (-122.47856924516276 37.7185434948076, -122.47852378400306 37.71864728159859, -122.47955546308224 37.71953854425275, -122.47976677493506 37.71957799464543)"
4937,4926101,DORCHESTER,WAY,07,STREETS,REMOTE,22,2010,,"LINESTRING (-122.46375978364867 37.7400533947429, -122.46371192013675 37.740128745018765, -122.46286192298618 37.74075388138969, -122.46277221658937 37.74077970716214)"
4938,9847000,OCEAN,AVE,07,STREETS,REMOTE,43,2010,,"LINESTRING (-122.47217354153463 37.731210440680634, -122.4732162407226 37.731674210468015)"
4939,9846000,OCEAN,AVE,07,STREETS,REMOTE,0,2014,,"LINESTRING (-122.47181065356767 37.73103729159968, -122.47200842457491 37.7311369988583, -122.47217354153463 37.731210440680634)"
4940,9845201,OCEAN,AVE,07,STREETS,REMOTE,14,2010,,"LINESTRING (-122.47012364366634 37.73031340445405, -122.47018125375452 37.730374794765574, -122.47169205876051 37.73102307401297, -122.47181065356767 37.73103729159968)"
4941,9845101,OCEAN,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47012364366634 37.73031340445405, -122.47022254512581 37.73031221648108, -122.47171937207122 37.730964319644016, -122.47181065356767 37.73103729159968)"
4942,7805000,KENSINGTON,WAY,07,STREETS,REMOTE,7,2014,,"LINESTRING (-122.45891788156888 37.740540160402716, -122.45929368081171 37.74058493173296, -122.45950901050828 37.74067929315662, -122.45985316501155 37.74106606348908)"
4943,8071000,LAKEVIEW,AVE,11,STREETS,REMOTE,20,2014,,"LINESTRING (-122.45920042843866 37.71823463400379, -122.46022190386628 37.718235482628)"
4944,8072000,LAKEVIEW,AVE,11,STREETS,REMOTE,20,2014,,"LINESTRING (-122.46022190386628 37.718235482628, -122.46124401840837 37.71823655058189)"
4945,8073000,LAKEVIEW,AVE,11,STREETS,REMOTE,16,2014,,"LINESTRING (-122.46124401840837 37.71823655058189, -122.46225815158128 37.718224461131555)"
4946,11807000,SHIELDS,ST,11,STREETS,REMOTE,10,2014,,"LINESTRING (-122.46276524955981 37.71794022759477, -122.46355514065367 37.717934994070376)"
4947,10937000,RAVENWOOD,DR,07,STREETS,REMOTE,28,2014,,"LINESTRING (-122.46049028370298 37.73518446201671, -122.46073942225699 37.73501734196157, -122.46103928927401 37.73498830282513, -122.46131983638429 37.73493368493071, -122.46148143264183 37.73483957111676, -122.46156425764966 37.73475879908575)"
4948,13750000,YERBA BUENA,AVE,07,STREETS,REMOTE,1,2014,,"LINESTRING (-122.46049028370298 37.73518446201671, -122.46034922641086 37.735069725538736)"
4949,3688000,CARDENAS,AVE,07,STREETS,REMOTE,18,2010,,"LINESTRING (-122.47703407662955 37.72077773661986, -122.47706582602126 37.72008620443063)"
4950,12977000,UNNAMED 107, ,07,STREETS,REMOTE,0,2014,,"LINESTRING (-122.47758558999406 37.72087414110299, -122.47732068074862 37.72149545519426)"
4951,6997202,HOLLOWAY,AVE,07,STREETS,REMOTE,16,2010,,"LINESTRING (-122.47758558999406 37.72087414110299, -122.47888459075524 37.72091276611928, -122.47899877585358 37.72088936507599)"
4952,13176000,VARELA,AVE,07,STREETS,REMOTE,17,2014,,"LINESTRING (-122.47598051900245 37.721227886092535, -122.47609176808905 37.72096456928248, -122.4760828859734 37.720784882749854)"
4953,6997201,HOLLOWAY,AVE,07,STREETS,REMOTE,14,2010,,"LINESTRING (-122.4760828859734 37.720784882749854, -122.47618399689327 37.720832449971105, -122.47758558999406 37.72087414110299)"
4954,13177000,VARELA,AVE,07,STREETS,REMOTE,18,2010,,"LINESTRING (-122.4760828859734 37.720784882749854, -122.47612313101746 37.72005627574958)"
4955,6996101,HOLLOWAY,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47523516978595 37.72106223168784, -122.47541396425369 37.72089152688632, -122.47573734548618 37.7207972884153, -122.47603361435088 37.72075064395069, -122.4760828859734 37.720784882749854)"
4956,929201,19TH,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47523516978595 37.72106223168784, -122.47535533682101 37.72087093711639, -122.47535518833196 37.72055438827046, -122.47523869367494 37.7204475678345)"
4957,928102,19TH,AVE,07,STREETS,REMOTE,73,2010,,"LINESTRING (-122.47486153216944 37.724910484235856, -122.47496014024797 37.72309066801529)"
4958,930101,19TH,AVE,07,STREETS,REMOTE,23,2010,,"LINESTRING (-122.47523869367494 37.7204475678345, -122.47508458057445 37.720299593989346, -122.47498578752682 37.719926389927245, -122.4746903278243 37.71957970946445)"
4959,6996201,HOLLOWAY,AVE,07,STREETS,REMOTE,6,2010,,"LINESTRING (-122.47523516978595 37.72106223168784, -122.47546066176524 37.72095690268066, -122.47576264972078 37.720868899871455, -122.47603089970322 37.72082666556862, -122.4760828859734 37.720784882749854)"
4960,929101,19TH,AVE,07,STREETS,REMOTE,7,2010,,"LINESTRING (-122.47523516978595 37.72106223168784, -122.47508883176803 37.72094307609566, -122.47508631043635 37.72056139772105, -122.47523869367494 37.7204475678345)"
4961,6997101,HOLLOWAY,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.4760828859734 37.720784882749854, -122.47617601535269 37.720746983476324, -122.47703407662955 37.72077773661986)"
4962,928103,19TH,AVE,07,STREETS,REMOTE,31,2010,,"LINESTRING (-122.47496014024797 37.72309066801529, -122.47506172338284 37.721215874441896, -122.47523516978595 37.72106223168784)"
4963,6992000,HOLLOWAY,AVE,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.47233557175053 37.721628704317354, -122.47264775122434 37.72157379368479)"
4964,12242000,STRATFORD,DR,07,STREETS,REMOTE,52,2010,,"LINESTRING (-122.47343631764936 37.723026188842276, -122.47355674325021 37.722299533313915, -122.47368170416208 37.721371563571395)"
4965,12241000,STRATFORD,DR,07,STREETS,REMOTE,37,2010,,"LINESTRING (-122.47344072480766 37.72459080674509, -122.47340386831019 37.723668233178586, -122.47343631764936 37.723026188842276)"
4966,6994201,HOLLOWAY,AVE,07,STREETS,REMOTE,14,2010,,"LINESTRING (-122.47368170416208 37.721371563571395, -122.47376183653175 37.72140595678174, -122.4744531039255 37.72127108408146, -122.47456054464345 37.721201858078096)"
4967,6994101,HOLLOWAY,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47368170416208 37.721371563571395, -122.47375598483438 37.72131356003147, -122.47445063877821 37.72117828541297, -122.47456054464345 37.721201858078096)"
4968,7708102,JUNIPERO SERRA,BLVD,07,STREETS,REMOTE,65,2010,,"LINESTRING (-122.47213832358673 37.72375904784763, -122.47224116185456 37.72178825185746, -122.47233557175053 37.721628704317354)"
4969,8047201,LAKE MERCED,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.48656529152025 37.72958994619447, -122.48648618140592 37.72950932697405, -122.48573506164645 37.72929733626608, -122.48541775124124 37.729024303560756, -122.4840663834462 37.727417349341756, -122.48396991273974 37.72709527828013, -122.48387761475847 37.72702445871535)"
4970,8048102,LAKE MERCED,BLVD,07,STREETS,REMOTE,46,2010,,"LINESTRING (-122.48389434493458 37.7266774492044, -122.4846420353513 37.72489502332255)"
4971,8048101,LAKE MERCED,BLVD,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.48387761475847 37.72702445871535, -122.483829231021 37.72693642046207, -122.48389434493458 37.7266774492044)"
4972,8047101,LAKE MERCED,BLVD,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.48656529152025 37.72958994619447, -122.48643399852632 37.72961118333305, -122.48565658235879 37.72939177039531, -122.48530875951867 37.729092484909714, -122.48393757742045 37.727461963238035, -122.48384148228672 37.727141148391176, -122.48387761475847 37.72702445871535)"
4973,9839201,OCEAN,AVE,07,STREETS,REMOTE,10,2010,,"LINESTRING (-122.467343896285 37.72777697487263, -122.4673604338183 37.727850770242824, -122.4675166565093 37.728038740791874, -122.4676846298262 37.72829498795187, -122.46775255850142 37.728334004262585)"
4974,9839101,OCEAN,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.467343896285 37.72777697487263, -122.46742628925762 37.7278105055365, -122.4675927449741 37.728010789892686, -122.46776071849011 37.72826703694541, -122.46775255850142 37.728334004262585)"
4975,3857000,CEDRO,AVE,07,STREETS,REMOTE,45,2010,,"LINESTRING (-122.467343896285 37.72777697487263, -122.4675737624912 37.72754480562113, -122.46763330404593 37.72729572841022, -122.46775412204184 37.727113080554446, -122.46800812535079 37.72696949600091, -122.46837742021586 37.72692547983506, -122.46879875241272 37.72696488624698, -122.46911032711199 37.7270559351953, -122.46928758215796 37.72708235978713)"
4976,9237000,MONCADA,WAY,07,STREETS,REMOTE,24,2010,,"LINESTRING (-122.46897060989774 37.72746908830354, -122.46897253780268 37.72754185871203, -122.46892442584216 37.72770386933678, -122.46894399444975 37.72794795348578, -122.46906859999153 37.72820068143629)"
4977,9238000,MONCADA,WAY,07,STREETS,REMOTE,23,2010,,"LINESTRING (-122.46906859999153 37.72820068143629, -122.46932733018936 37.72857077283315, -122.46934948291367 37.72876073063015)"
4978,9235000,MONCADA,WAY,07,STREETS,REMOTE,7,2010,,"LINESTRING (-122.46928758215796 37.72708235978713, -122.46920040455325 37.72724163762922, -122.46897060989774 37.72746908830354)"
4979,928101,19TH,AVE,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47491356218225 37.72699563629405, -122.47475486699196 37.72687888458039, -122.47486153216944 37.724910484235856)"
4980,13685101,WINSTON,DR,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.47491356218225 37.72699563629405, -122.4751602808855 37.72688168899663, -122.47594463876032 37.7269022583338, -122.4760526904531 37.726954849994435)"
4981,9981000,ORIZABA,AVE,11,STREETS,REMOTE,18,2010,,"LINESTRING (-122.46258326539204 37.71137523652226, -122.46259451488567 37.712278455703085)"
4982,3239201,BROTHERHOOD,WAY,11,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.46304324301146 37.71142747810699, -122.46316639658029 37.711539968949964, -122.46380147268181 37.711966084873005, -122.46440665637189 37.71229431079877, -122.46503780822852 37.71246687247982, -122.4657099044613 37.712518761447726, -122.46696917293738 37.71248775132164, -122.46708590590868 37.71242680783046)"
4983,11336000,SAN ANSELMO,AVE,07,STREETS,REMOTE,19,2014,,"LINESTRING (-122.46490329993195 37.73604966102944, -122.46465918401756 37.73573217570535, -122.46450120324798 37.73547825063803)"
4984,4655000,DE LONG,ST,11,STREETS,REMOTE,17,2010,,"LINESTRING (-122.4666073038554 37.708671755138084, -122.46722266011967 37.707940627842085, -122.46744764868549 37.70765714640703)"
4985,11791201,SHAKESPEARE,ST,11,STREETS,REMOTE,12,2014,,"LINESTRING (-122.46232657019027 37.70799319564919, -122.46245100043409 37.70803299655017, -122.46361533036972 37.708821381930996)"
4986,11963201,SLOAT,BLVD,04,STREETS,REMOTE,27,2014,,"LINESTRING (-122.50311798212037 37.735471425730864, -122.50323208268462 37.735555833654395, -122.50419855387736 37.73556281799868)"
4987,6437101,GREAT,HWY,07,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.50673065109217 37.735474692527546, -122.50666911437185 37.735327375589414, -122.50667572441631 37.73509581166609, -122.5067473216644 37.734730385333314, -122.5069981086236 37.73353820715169, -122.5070424262175 37.7331153854878, -122.50701618797792 37.73277886635293, -122.50694051260479 37.732358088703826, -122.50696722048008 37.73209976237275, -122.50696280948313 37.731521031246366, -122.50679226010054 37.73067915743181, -122.50656611341621 37.72913090311727, -122.50649815518904 37.728519378193866, -122.5064093088636 37.72792863468974, -122.5062379878267 37.727458429942736, -122.50589350198871 37.72692650579721, -122.50556337559827 37.726608766078975, -122.50527858103507 37.72638216072007, -122.50498687061568 37.72621693793657, -122.50420280031082 37.725917135959676, -122.50352903419905 37.72557460686723, -122.50305385752998 37.72526448403762)"
4988,11964202,SLOAT,BLVD,04,STREETS,REMOTE,0,2014,,"LINESTRING (-122.50614834886089 37.73557605238448, -122.50653462621972 37.73557664666361, -122.50673065109217 37.735474692527546)"
4989,6436201,GREAT,HWY,04,STREETS,REMOTE,5555,2010,,"LINESTRING (-122.51035454669011 37.76400577081211, -122.51042006860398 37.76387347361374, -122.51018696607629 37.76210588474195, -122.50970436645821 37.75843593356963, -122.50920911992817 37.75459315488906, -122.50872502381168 37.75087411902457, -122.50683698403402 37.73622591340396, -122.50680907451328 37.7356310190134, -122.50673065109217 37.735474692527546)"
4990,12785000,ULLOA,ST,07,STREETS,REMOTE,0,2014,,"LINESTRING (-122.46584224234215 37.74089691313631, -122.46613602046659 37.74104850230597)"
4991,13262000,VICENTE,ST,04,STREETS,REMOTE,4,2014,,"LINESTRING (-122.49368137399942 37.73852414354333, -122.49419462130902 37.738501388783114)"
4992,13294201,VIDAL,DR,07,STREETS,REMOTE,21,2014,,"LINESTRING (-122.4848026277635 37.71730442477027, -122.48485494827415 37.71725898949161, -122.48485818070874 37.716963458306054, -122.48479025076773 37.716688967002156, -122.4845787166666 37.716285839706195, -122.48446142287497 37.716182699801266)"
4993,5998000,GARCES,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.48446142287497 37.716182699801266, -122.48459431997631 37.716060984352254, -122.48466338864294 37.715945233439506, -122.48468478094819 37.715735885477386, -122.4846341931394 37.71560937557766)"
4994,13295000,VIDAL,DR,07,STREETS,REMOTE,36,2010,,"LINESTRING (-122.48446142287497 37.716182699801266, -122.48439373686428 37.71610390919447, -122.48386808251152 37.7155872933486, -122.48367352050585 37.715506741319544, -122.4833274369745 37.71549580880157)"
4995,13294101,VIDAL,DR,07,STREETS,REMOTE,36,2010,,"LINESTRING (-122.4848026277635 37.71730442477027, -122.48475348007985 37.717262700887034, -122.4847581271556 37.71693014279097, -122.48469962650064 37.71669924322234, -122.48449463171289 37.71633498059757, -122.48446142287497 37.716182699801266)"
4996,5997000,GARCES,DR,07,STREETS,REMOTE,25,2010,,"LINESTRING (-122.48328811072491 37.71625139576331, -122.48430766337816 37.71628543946408, -122.48446142287497 37.716182699801266)"
4997,13293101,VIDAL,DR,07,STREETS,REMOTE,31,2010,,"LINESTRING (-122.48479433782792 37.718327539444296, -122.48473920131816 37.71828458172535, -122.48475199425235 37.71736906584731, -122.4848026277635 37.71730442477027)"
4998,13293201,VIDAL,DR,07,STREETS,REMOTE,18,2014,,"LINESTRING (-122.48479433782792 37.718327539444296, -122.4848437709301 37.71828063245177, -122.48485382580004 37.71736166406685, -122.4848026277635 37.71730442477027)"
4999,6918000,HIGUERA,AVE,07,STREETS,REMOTE,13,2010,,"LINESTRING (-122.48479433782792 37.718327539444296, -122.4831729791968 37.71827602265097)"
5000,13292201,VIDAL,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.48479089734185 37.71857581939479, -122.48484578914433 37.71852033886762, -122.48484463698941 37.71838355108423, -122.48479433782792 37.718327539444296)"
5001,13292101,VIDAL,DR,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.48479089734185 37.71857581939479, -122.48474064661517 37.71851627135503, -122.48473977488088 37.718376551624274, -122.48479433782792 37.718327539444296)"
5002,6917000,HIGUERA,AVE,07,STREETS,REMOTE,0,2010,,"LINESTRING (-122.48508916832905 37.71833252545342, -122.48479433782792 37.718327539444296)"
5003,13489000,WAWONA,ST,04,STREETS,REMOTE,4,2014,,"LINESTRING (-122.49355339452376 37.73671069272914, -122.49406704126713 37.7366400226195)"
5004,13470000,WAWONA,ST,07,STREETS,REMOTE,5,2014,,"LINESTRING (-122.47061008107909 37.7376702231621, -122.47097594826933 37.73765384207438)"
5005,7633000,JUANITA,WAY,07,STREETS,REMOTE,6,2014,,"LINESTRING (-122.45345813323271 37.74341286055082, -122.45365719629869 37.74331663549336, -122.45378668678015 37.74322439804314)"
5006,3880000,CHAIN OF LAKES,DR,01,PARKS,FIELD,0,2011,,"LINESTRING (-122.50348591798317 37.77169431751801, -122.50352553981469 37.77155036667383, -122.50356366062778 37.77143962749648, -122.50383823042246 37.77110444504643)"
5007,3886000,CHAIN OF LAKES,DR,01,PARKS,FIELD,19,2010,,"LINESTRING (-122.50383823042246 37.77110444504643, -122.5036415000256 37.77106089067511, -122.50339955735795 37.771048212850474, -122.50320903503916 37.77104585494965, -122.503014206049 37.771079945563145, -122.50286458132518 37.77114116462023, -122.50274750959899 37.77121625017083)"
5008,9996000,ORTEGA,ST,07,PAPER,FIELD,0,2013,,"LINESTRING (-122.46419754888483 37.752916649486636, -122.4644752541377 37.752904166441546)"
5009,1987000,44TH,AVE,04,STREETS,FIELD,42,2010,,"LINESTRING (-122.50262186315862 37.74374249750514, -122.5024899604238 37.74186665770877)"
5010,1289000,24TH,AVE,02,PAPER,FIELD,4,2013,,"LINESTRING (-122.4841868320501 37.78731580623621, -122.48416786600336 37.78698402634186)"
5011,1718000,32ND,AVE,04,STREETS,FIELD,36,2010,,"LINESTRING (-122.48976355874366 37.74430922252046, -122.48963345656988 37.742442372176875)"
5012,921101,19TH,AVE,07,STREETS,FIELD,9,2012,,"LINESTRING (-122.47565768786097 37.74305675009236, -122.47558703717355 37.742954396411164, -122.47549616511978 37.74128528314962, -122.47555300810488 37.74119157604604)"
5013,921201,19TH,AVE,04,STREETS,FIELD,17,2013,,"LINESTRING (-122.47565768786097 37.74305675009236, -122.47572418886307 37.74294882448064, -122.47562976688982 37.741279827569784, -122.47555300810488 37.74119157604604)"
5014,1659000,30TH,AVE,04,STREETS,FIELD,42,2012,,"LINESTRING (-122.48761975134626 37.74440357255913, -122.4874897028848 37.742536720779796)"
5015,1757000,34TH,AVE,04,STREETS,FIELD,40,2012,,"LINESTRING (-122.49191396278268 37.744214542534436, -122.49178111678837 37.74234781300579)"
5016,2031000,46TH,AVE,04,STREETS,FIELD,41,2011,,"LINESTRING (-122.50476580696117 37.743647866184446, -122.5046336705748 37.74176961649311)"
